001.469558 +28.163164 0.529 0.106 
001.535691 -04.778399 0.397 0.055 
001.546797 -04.748774 0.571 0.009 
001.558464 +28.711187 0.558 0.038 
001.594238 +01.166325 0.581 0.058 
001.611205 +24.411572 0.574 0.014 
001.627328 +00.390048 0.560 0.036 
001.647348 -05.091584 0.582 0.044 
001.652521 +24.602114 0.603 0.026 
001.652568 +16.043819 0.703 0.071 
001.671184 +27.621296 0.468 0.040 
001.685693 -11.221373 0.520 0.061 
001.773348 +28.369998 0.605 0.041 
001.781784 +01.241712 0.535 0.046 
001.802740 +24.215355 0.558 0.023 
001.820174 -10.319023 0.521 0.037 
001.834245 -00.390381 0.521 0.036 
001.870671 -05.856186 0.547 0.038 
001.878107 +27.853317 0.627 0.088 
001.879879 -09.980316 0.615 0.088 
001.888119 -09.355826 0.492 0.083 
001.904924 -09.108136 0.558 0.023 
001.908491 +00.667587 0.779 0.032 
001.910491 +24.954180 0.596 0.014 
001.915348 +24.759626 0.497 0.094 
001.927563 +25.406263 0.541 0.040 
001.933571 +25.222843 0.623 0.027 
001.945210 +28.017530 1.053 0.103 
001.990879 -05.047651 0.694 0.038 
002.013023 -04.811053 0.514 0.024 
002.092434 -04.791877 0.564 0.028 
002.123808 +24.983533 0.476 0.029 
002.377168 +24.365409 0.672 0.118 
002.443546 +14.719625 0.578 0.013 
002.503893 +25.807267 0.679 0.025 
002.536042 -00.311611 0.472 0.183 
002.540399 -09.224589 0.634 0.127 
002.661534 -00.544822 0.640 0.073 
002.672495 +01.012076 0.650 0.097 
002.679184 -00.899866 0.762 0.161 
002.722601 +25.202033 0.474 0.061 
002.746809 -09.388480 0.400 0.071 
002.756000 +00.737641 0.647 0.113 
002.787161 +00.395780 0.647 0.133 
002.791735 -00.256382 0.498 0.051 
002.801754 +15.869282 0.439 0.029 
002.905528 -10.419195 0.475 0.073 
002.950836 -09.352859 0.595 0.026 
003.015630 -10.358587 0.784 0.230 
003.025155 -10.501397 0.800 0.151 
003.083258 -09.765466 0.752 0.077 
003.190024 +14.665675 0.482 0.034 
003.224709 -01.013876 0.631 0.090 
003.275914 +00.918421 0.571 0.080 
003.322237 -09.816827 0.570 0.048 
003.554317 +00.585548 0.536 0.064 
003.564951 -10.584965 0.747 0.058 
003.612705 +13.849554 0.714 0.051 
003.674768 -00.766810 0.698 0.090 
003.703490 +00.340962 0.582 0.060 
003.828671 +13.892475 0.619 0.032 
003.873949 +01.089271 0.600 0.078 
003.954941 +01.111356 0.775 0.305 
003.983712 -00.087552 0.626 0.060 
004.020723 -01.107476 0.554 0.056 
004.072904 -00.550509 0.506 0.181 
004.121044 -00.747478 0.673 0.051 
004.180646 +15.403036 0.647 0.045 
004.227829 +15.242259 0.666 0.064 
004.231230 -00.934601 0.563 0.019 
004.315924 +01.219783 1.016 0.054 
004.377567 +00.706784 0.382 0.033 
004.387201 -09.782452 0.594 0.054 
004.440746 -00.677886 0.487 0.051 
004.446505 +15.867895 0.701 0.057 
004.485506 -09.242577 0.660 0.129 
004.570984 +14.916810 0.659 0.092 
004.650462 +00.530875 0.599 0.027 
004.660625 +00.995420 0.504 0.059 
004.666697 +34.698419 0.493 0.025 
004.840398 +14.684822 0.725 0.103 
004.866081 -01.150855 0.999 0.159 
004.952563 +00.282603 0.471 0.118 
005.167117 +00.185157 0.519 0.040 
005.205773 +00.743077 0.979 0.011 
005.279294 -00.504750 0.521 0.033 
005.289778 -00.421990 0.899 0.072 
005.342265 +00.291656 0.562 0.032 
005.361210 -09.620598 0.574 0.014 
005.460725 -00.941606 0.495 0.155 
005.510356 -00.637416 0.854 0.125 
005.531893 -10.239877 0.415 0.023 
005.560539 +01.089290 0.695 0.064 
005.618529 +00.520980 0.276 0.005 
005.663510 -00.395072 0.472 0.033 
005.696315 +15.475529 0.532 0.105 
005.700130 +00.708073 0.219 0.027 
005.763269 -00.798827 0.508 0.208 
005.773195 -10.327655 0.583 0.058 
005.787645 -00.561697 0.651 0.013 
005.904213 +15.908001 0.759 0.101 
006.126121 -09.148595 0.601 0.014 
006.196466 +15.243044 0.526 0.036 
006.211428 +00.319701 0.847 0.099 
006.229020 -11.128698 0.569 0.033 
006.289293 -10.680048 0.515 0.056 
006.318523 -09.877392 0.849 0.019 
006.322198 +00.535352 1.017 0.187 
006.370664 -11.123064 0.573 0.023 
006.394742 -10.407395 0.487 0.076 
006.433118 +15.759029 0.691 0.057 
006.436395 -09.460878 0.571 0.019 
006.441481 +16.243060 0.652 0.109 
006.487111 -09.541988 0.719 0.097 
006.500965 -10.132130 0.554 0.087 
006.509537 -10.631116 0.569 0.015 
006.549758 -09.770385 0.576 0.014 
006.571569 -10.482746 0.612 0.011 
006.581373 -09.186331 0.530 0.041 
006.641190 +00.907202 0.645 0.072 
006.643299 +35.560439 0.739 0.019 
006.652017 -10.058468 0.540 0.018 
006.680546 -00.755065 0.863 0.180 
006.689665 -00.425472 0.532 0.030 
006.707732 +00.893471 0.584 0.123 
006.948764 +01.112512 0.532 0.082 
007.013925 -00.203678 0.580 0.024 
007.021439 +14.387382 0.935 0.105 
007.027023 +01.020057 0.566 0.018 
007.059448 +15.024996 0.866 0.253 
007.134347 +15.230703 0.265 0.156 
007.210667 +15.652758 0.749 0.170 
007.328029 +16.218262 0.482 0.185 
007.353209 +13.790603 0.909 0.120 
007.356803 +00.264662 0.729 0.051 
007.417001 +15.156153 0.746 0.127 
007.427020 -11.170426 0.734 0.058 
007.500170 -00.460820 0.785 0.122 
007.726977 -09.456387 0.482 0.023 
007.842816 +08.155669 0.734 0.101 
007.894393 -00.351514 0.617 0.038 
007.974741 +00.238808 0.536 0.051 
008.009834 +15.943546 0.637 0.028 
008.049984 +00.811992 0.557 0.039 
008.125478 +00.194011 0.905 0.122 
008.126919 -17.889800 0.629 0.013 
008.133611 +15.524042 0.813 0.107 
008.138314 +08.453838 0.936 0.075 
008.179453 +14.343315 0.785 0.128 
008.275826 +15.607628 0.752 0.164 
008.393468 +08.493021 0.528 0.161 
008.412819 +15.425840 0.721 0.161 
008.486831 +06.400303 0.606 0.009 
008.601867 +15.031281 0.887 0.138 
008.603945 +06.954536 0.558 0.124 
008.604650 +01.066624 0.829 0.076 
008.612204 +15.300492 0.452 0.020 
008.652734 +00.528215 0.674 0.069 
008.688988 +15.415792 0.543 0.073 
008.735526 -10.487642 0.651 0.075 
008.776084 +07.604626 0.513 0.023 
008.784431 +13.845921 0.422 0.005 
008.798545 +00.197631 0.697 0.013 
008.801051 +13.998399 1.226 0.104 
008.803147 +00.627302 0.563 0.105 
008.996063 +01.161515 0.635 0.083 
009.007565 +14.809702 0.572 0.045 
009.115220 +24.585226 0.714 0.103 
009.150079 +25.221765 0.637 0.110 
009.173370 +24.368068 0.682 0.045 
009.180691 +25.684954 0.613 0.009 
009.209399 +24.530729 0.495 0.055 
009.210055 +08.438728 0.471 0.060 
009.243183 +15.064398 0.571 0.041 
009.296203 +25.662392 0.579 0.033 
009.329670 +00.527576 0.919 0.017 
009.355594 +15.459035 0.720 0.064 
009.377442 -00.282733 0.620 0.190 
009.408417 -00.877609 0.664 0.043 
009.485629 +24.362933 0.578 0.014 
009.504984 +15.477197 0.664 0.012 
009.547838 -00.775026 0.647 0.066 
009.556324 -00.024549 0.673 0.057 
009.567992 +00.873881 0.912 0.115 
009.640264 +24.339554 0.662 0.038 
009.690813 +07.187322 0.514 0.040 
009.721523 -00.490739 0.513 0.049 
009.725960 +15.938338 0.825 0.049 
009.753487 +15.835844 0.784 0.032 
009.776559 +25.100374 0.563 0.053 
009.777137 +24.003888 0.739 0.063 
009.787117 +23.957253 0.511 0.069 
009.845111 +14.972128 0.525 0.148 
009.845999 +00.592910 0.579 0.059 
009.951190 -09.105367 0.765 0.064 
009.954026 +14.706841 1.019 0.060 
009.993595 +25.160418 0.600 0.009 
010.005973 +00.985809 0.459 0.105 
010.017463 +16.180439 0.588 0.093 
010.068495 +14.929364 0.680 0.136 
010.085614 +24.909220 0.730 0.032 
010.092577 -01.052134 0.960 0.027 
010.095354 -00.358355 0.469 0.019 
010.196353 +24.328170 0.626 0.049 
010.214037 +14.726443 0.491 0.109 
010.228026 +25.991070 0.580 0.069 
010.228345 +23.845779 0.458 0.010 
010.258236 +15.993526 0.606 0.029 
010.258903 +07.494151 0.534 0.066 
010.262980 +14.380169 0.593 0.014 
010.272890 +06.697867 0.771 0.045 
010.281351 +00.064626 0.471 0.145 
010.349927 +07.138671 0.584 0.095 
010.501980 +24.279782 0.731 0.038 
010.503511 +14.467851 0.615 0.066 
010.507494 +23.779422 0.548 0.126 
010.626033 -10.255403 0.725 0.070 
010.636022 +25.790917 1.224 0.099 
010.661111 -10.442521 0.566 0.026 
010.674833 +24.478884 0.517 0.023 
010.726041 +24.433945 0.569 0.082 
010.728052 -09.185663 0.572 0.027 
010.808479 -00.912589 0.640 0.033 
010.823038 +24.400693 0.930 0.033 
010.900124 +24.707194 0.521 0.033 
010.902819 +14.042815 0.588 0.035 
010.923872 +00.390120 1.205 0.090 
010.940853 +00.930551 0.600 0.055 
010.943167 +25.819576 0.572 0.009 
010.992502 +14.771994 0.700 0.163 
011.032725 -00.809280 0.693 0.056 
011.063000 +25.709896 0.548 0.005 
011.098188 +24.391480 0.470 0.028 
011.115195 +13.659988 0.603 0.086 
011.122615 -00.864747 0.562 0.043 
011.122927 -00.301315 0.596 0.038 
011.135636 +25.927089 0.747 0.032 
011.259953 +14.474700 0.557 0.051 
011.340149 +25.951262 0.603 0.048 
011.403585 +15.496255 0.163 0.001 
011.406084 +01.116740 0.589 0.026 
011.417485 -00.404680 0.847 0.070 
011.428173 +25.932330 0.643 0.137 
011.450918 +00.085527 0.704 0.077 
011.491810 +14.913842 0.716 0.052 
011.543192 +13.652860 0.805 0.045 
011.549045 -00.128315 0.657 0.044 
011.668522 +00.670907 0.634 0.043 
011.695627 -00.619858 0.691 0.120 
011.702754 +25.154200 0.564 0.009 
011.921062 +00.700488 0.627 0.018 
011.966578 -00.269793 0.772 0.134 
012.033257 +14.670977 0.581 0.107 
012.080307 +16.066256 0.447 0.069 
012.081530 -00.347091 0.760 0.077 
012.136710 -00.061451 0.583 0.057 
012.208803 -00.359827 0.612 0.032 
012.229895 +15.363545 0.799 0.045 
012.252007 -09.700845 0.667 0.062 
012.317347 -09.773487 0.506 0.069 
012.387080 +00.885994 0.442 0.189 
012.428325 +14.881216 0.589 0.040 
012.516695 +15.034921 0.839 0.190 
012.549139 +13.936842 0.481 0.060 
012.556363 -00.025108 0.463 0.027 
012.582825 +00.990541 0.353 0.139 
012.698399 -00.388029 1.105 0.019 
012.722510 -00.055245 0.611 0.140 
012.759129 +13.824143 0.561 0.099 
012.938932 +15.640646 0.798 0.051 
012.986926 +01.014496 0.829 0.026 
013.133486 +13.821408 0.746 0.181 
013.356952 -00.970938 0.509 0.048 
013.452806 +14.208062 0.629 0.042 
013.610166 +15.296452 0.617 0.039 
013.650223 -00.828261 0.556 0.041 
013.661845 -09.872151 0.614 0.019 
013.947049 +00.066306 0.707 0.025 
013.949069 -08.752024 0.514 0.017 
013.966203 -01.072821 0.897 0.312 
013.985586 -09.596158 0.601 0.027 
014.008765 -00.378962 0.419 0.062 
014.047977 +00.965757 0.917 0.118 
014.084381 +14.120661 0.529 0.043 
014.136224 -00.304205 0.751 0.072 
014.265534 +15.170730 0.674 0.058 
014.371998 -00.896754 0.398 0.042 
014.676920 -00.949251 0.582 0.046 
014.979294 -00.577517 0.493 0.186 
015.086204 +13.913587 0.441 0.013 
015.355581 +00.346977 0.673 0.057 
015.529881 -00.549851 0.755 0.051 
015.627582 -00.795354 0.587 0.065 
015.758789 -09.100360 0.499 0.027 
015.819430 +00.149923 0.354 0.029 
015.842440 -00.346578 0.649 0.095 
016.066632 +14.815945 0.465 0.029 
016.376162 +00.669475 0.651 0.036 
016.429734 -09.348501 0.612 0.059 
016.494980 +00.348685 0.530 0.033 
016.512378 +00.788065 0.665 0.026 
016.583082 +00.353477 0.837 0.123 
016.847603 +01.002287 0.599 0.190 
017.068597 -00.303672 0.617 0.017 
017.135735 +15.647909 0.560 0.054 
017.201108 +15.254987 0.508 0.014 
017.396346 -10.319299 0.764 0.154 
017.445818 -09.128381 0.575 0.019 
017.458294 +15.928842 0.480 0.166 
017.484789 -09.575475 0.337 0.037 
017.485922 +15.638121 0.626 0.049 
017.488809 +15.407663 0.757 0.142 
017.680516 +16.914109 0.482 0.055 
017.698401 +14.947130 0.880 0.094 
017.701616 +14.276626 0.974 0.038 
017.729440 +14.656181 1.028 0.011 
017.735715 -00.940080 0.567 0.019 
017.735783 +14.582883 0.606 0.016 
017.752653 +00.301991 0.794 0.026 
017.770654 +15.695865 0.446 0.068 
017.810754 +26.321815 0.470 0.047 
017.863015 +25.450266 0.788 0.018 
018.042577 +16.475602 0.410 0.029 
018.065909 -10.433659 0.609 0.089 
018.114681 -08.960747 1.148 0.024 
018.116357 -00.076443 0.792 0.145 
018.135542 +16.773014 0.717 0.090 
018.167358 +15.940567 0.607 0.059 
018.223335 -00.096626 0.597 0.034 
018.243143 -00.997900 0.352 0.021 
018.243585 +16.735309 0.707 0.038 
018.261258 -10.104422 0.620 0.051 
018.277444 -00.844889 0.696 0.080 
018.287354 +24.940727 0.484 0.028 
018.287504 +15.769009 0.599 0.045 
018.303839 +26.625700 0.572 0.043 
018.443059 -09.013639 0.603 0.029 
018.444387 -10.616482 0.766 0.056 
018.456265 +15.912943 0.965 0.043 
018.489232 +24.800997 0.603 0.060 
018.572349 -09.326275 0.639 0.032 
018.574598 -01.030086 0.359 0.026 
018.711579 +26.130883 0.568 0.009 
018.715913 -09.193975 0.552 0.023 
018.763637 -00.652868 0.799 0.070 
018.770503 +15.051466 0.595 0.023 
018.772187 +26.168436 0.521 0.040 
018.828155 +25.642970 0.617 0.042 
018.862419 +16.079322 0.633 0.013 
018.889509 -09.784850 0.626 0.032 
018.897995 +00.762067 0.688 0.056 
018.923425 +31.067832 0.572 0.013 
018.938388 +25.567158 0.594 0.066 
018.942694 +25.105465 0.456 0.060 
019.006136 +15.436104 0.451 0.143 
019.070606 -09.729974 0.625 0.074 
019.091738 +26.186719 0.517 0.073 
019.143582 +31.481280 0.632 0.011 
019.154461 +31.378610 0.457 0.038 
019.177917 +31.771691 0.673 0.025 
019.199730 +31.479365 1.054 0.038 
019.310327 +24.672637 0.704 0.044 
019.338910 +31.280807 0.704 0.025 
019.360423 +25.228706 0.501 0.078 
019.402633 +26.253300 0.584 0.018 
019.411460 +26.124054 0.710 0.122 
019.415740 +31.515482 0.639 0.055 
019.446946 -08.765513 0.741 0.077 
019.498709 +25.021744 0.640 0.086 
019.502339 +32.556381 0.858 0.147 
019.502739 -09.405790 0.406 0.027 
019.535717 +27.052267 0.629 0.019 
019.625600 -09.497312 0.600 0.036 
019.678057 +25.368875 0.331 0.092 
019.699007 -00.028369 0.650 0.097 
019.699331 +31.444181 0.587 0.036 
019.700176 +38.405313 0.889 0.131 
019.791685 +26.588815 0.533 0.035 
019.828456 +06.980749 0.439 0.087 
019.833204 -08.960031 0.583 0.018 
019.849559 +40.203576 0.496 0.146 
019.851662 +30.447297 0.568 0.014 
019.876372 +00.891654 0.627 0.102 
019.878678 +06.587795 0.635 0.079 
019.889690 +26.269575 0.670 0.025 
019.891417 +32.581626 0.872 0.025 
019.903097 +32.233400 0.569 0.013 
019.914391 +26.535047 0.498 0.045 
019.921361 +31.382941 0.636 0.094 
019.954761 +30.662645 0.538 0.202 
019.959735 +26.020171 0.588 0.019 
019.960313 +25.863649 0.880 0.026 
019.960863 +06.702457 0.575 0.154 
019.963222 +40.366642 0.750 0.026 
020.015050 +39.361606 0.513 0.046 
020.072818 +39.990974 1.113 0.063 
020.090596 +15.624164 0.472 0.272 
020.101203 -00.257233 0.448 0.058 
020.104030 +31.943282 0.461 0.077 
020.134470 -00.230890 0.570 0.114 
020.138887 +07.085191 0.532 0.120 
020.165524 +38.659459 0.482 0.018 
020.171614 +39.885347 0.542 0.009 
020.176581 +15.222924 0.695 0.036 
020.182056 +31.154723 0.484 0.064 
020.197415 +08.290133 0.613 0.028 
020.250761 +39.901632 0.707 0.071 
020.253959 +38.790924 0.401 0.028 
020.286226 +24.976806 0.540 0.023 
020.360671 +38.399913 0.512 0.167 
020.388707 +00.491260 0.797 0.070 
020.402866 +32.479071 0.424 0.111 
020.426115 +30.763852 0.537 0.045 
020.450998 -00.181394 0.675 0.019 
020.489610 +31.880308 0.746 0.109 
020.493404 +38.229637 0.548 0.042 
020.527869 +13.390992 0.710 0.101 
020.537225 +06.741753 0.681 0.044 
020.575133 +01.130539 0.496 0.036 
020.589242 +38.795538 1.040 0.037 
020.612927 +32.280966 0.425 0.013 
020.644450 +00.507334 0.621 0.013 
020.778365 +40.632643 0.508 0.009 
020.862704 +01.139666 0.520 0.032 
020.874833 +32.866619 0.986 0.065 
020.880573 +06.904823 0.715 0.103 
020.889329 +00.860560 0.572 0.104 
020.919384 +32.883365 0.359 0.031 
020.936538 -08.702414 0.492 0.040 
020.955979 +38.698998 0.655 0.044 
020.978562 -08.846173 0.496 0.096 
020.985688 +06.702890 0.466 0.043 
021.020231 +39.509556 0.484 0.067 
021.101066 +14.090963 0.551 0.042 
021.108905 +00.068540 0.597 0.176 
021.181435 +31.720755 0.220 0.005 
021.195779 +30.951711 0.553 0.070 
021.242581 +15.364684 0.533 0.035 
021.248895 +39.134594 0.429 0.010 
021.257929 +32.490657 0.583 0.063 
021.261288 +39.219821 0.588 0.053 
021.264099 -08.877490 0.595 0.065 
021.324454 +08.116025 0.645 0.020 
021.357046 +00.303304 0.489 0.046 
021.365848 +06.513566 0.617 0.064 
021.368060 +14.450341 0.495 0.109 
021.395795 +38.846380 0.582 0.029 
021.398068 +00.415561 0.810 0.090 
021.414289 -09.415382 0.470 0.081 
021.436652 -08.371107 0.642 0.132 
021.455337 +37.836327 0.594 0.036 
021.525154 +14.679469 0.601 0.135 
021.623668 +13.751782 0.636 0.076 
021.631909 +15.492292 0.557 0.042 
021.643451 -08.677382 0.781 0.032 
021.751762 +40.470627 0.839 0.036 
021.799810 +13.585068 0.599 0.080 
021.858007 +39.147803 0.421 0.045 
021.871469 +37.839465 0.559 0.085 
021.887355 +13.508354 1.055 0.107 
021.902075 -01.016985 0.567 0.171 
021.904890 +00.945076 0.540 0.032 
021.927027 -09.623637 0.645 0.047 
022.037959 +14.600681 0.664 0.149 
022.047635 +40.813564 0.784 0.044 
022.103891 -08.381686 0.503 0.035 
022.120746 +38.910145 0.696 0.023 
022.150940 +07.338968 0.690 0.032 
022.165224 +39.798202 0.655 0.055 
022.215884 +15.219727 0.740 0.039 
022.369995 +13.754054 0.478 0.114 
022.374979 +00.569801 0.478 0.047 
022.429252 +39.308726 0.566 0.027 
022.460168 -10.311676 0.701 0.032 
022.513236 -00.588516 0.581 0.031 
022.553148 +39.407121 0.686 0.087 
022.580554 +39.148955 0.417 0.026 
022.589660 +07.061896 0.558 0.080 
022.654263 +14.744390 0.471 0.051 
022.683572 +13.431057 0.479 0.121 
022.683700 +15.222705 1.028 0.137 
022.689696 -00.336470 0.580 0.028 
022.757962 +14.404991 0.758 0.257 
022.802662 -09.972247 0.648 0.032 
022.844026 +14.530265 0.581 0.154 
022.968653 +14.564560 0.617 0.082 
023.064012 +14.798894 0.579 0.047 
023.092554 +00.998337 0.534 0.029 
023.095531 +01.134238 0.866 0.140 
023.109983 +13.731906 0.875 0.156 
023.117028 +01.019534 0.238 0.018 
023.162908 +00.799191 0.564 0.039 
023.235042 +13.621871 0.391 0.074 
023.256644 +01.151401 0.570 0.037 
023.441193 +13.931558 1.042 0.188 
023.452250 +00.280492 0.569 0.051 
023.492702 -00.059184 0.611 0.020 
023.509230 +14.842539 1.125 0.080 
023.511269 -08.539096 0.697 0.118 
023.543224 +14.301171 0.880 0.091 
023.599630 +24.674150 0.586 0.023 
023.616249 -08.981071 0.632 0.045 
023.653573 +13.874099 0.532 0.027 
023.657762 -09.295274 0.742 0.098 
023.670586 -01.150638 0.623 0.043 
023.673959 -09.967189 0.560 0.005 
023.681743 -09.635447 0.638 0.087 
023.887385 +14.765543 0.403 0.020 
023.906854 +24.430624 0.712 0.049 
023.940092 -00.961152 0.559 0.043 
023.983747 +23.933080 0.530 0.041 
024.038225 -00.940262 0.518 0.258 
024.123542 +24.498568 0.592 0.064 
024.188649 +14.727685 0.570 0.042 
024.234894 +00.494886 0.686 0.102 
024.356247 +24.729648 0.496 0.103 
024.381947 +23.004246 0.613 0.076 
024.412748 +23.402879 0.590 0.080 
024.453621 +24.006870 0.612 0.027 
024.506278 -00.332438 0.577 0.080 
024.514051 +00.267504 0.629 0.076 
024.543180 -10.188646 0.695 0.050 
024.553059 +01.064096 0.494 0.031 
024.600874 -09.718047 0.827 0.145 
024.602420 +00.561093 0.755 0.064 
024.630307 +23.924017 0.607 0.038 
024.699575 +23.488446 1.361 0.010 
024.728414 +14.939807 0.854 0.119 
024.740782 -09.187160 0.726 0.197 
024.788592 -08.763140 0.548 0.045 
024.793561 +24.704266 0.817 0.077 
024.794566 +14.790729 1.083 0.050 
024.811945 -00.610426 0.488 0.107 
024.835021 +13.189087 0.520 0.082 
024.835645 +15.371891 0.903 0.182 
024.904920 -08.909429 0.639 0.103 
025.005294 +00.597597 0.637 0.153 
025.065255 +22.733712 0.532 0.041 
025.072621 -08.645589 0.727 0.077 
025.079564 +13.695084 0.580 0.063 
025.093385 +24.455107 0.877 0.025 
025.121556 -09.066696 0.663 0.063 
025.122072 +23.745857 0.627 0.097 
025.132291 +23.192972 0.539 0.045 
025.204159 -01.050762 0.627 0.036 
025.215509 +00.012554 0.598 0.130 
025.317979 +24.424384 1.090 0.048 
025.332476 -01.175250 0.554 0.036 
025.339710 +01.190936 0.587 0.036 
025.392563 -00.936610 0.491 0.018 
025.393133 -08.612915 0.651 0.031 
025.439202 +14.911038 0.711 0.095 
025.487135 +00.528913 0.885 0.157 
025.509286 +00.416250 0.553 0.047 
025.521861 -01.029375 0.651 0.137 
025.525113 -09.441475 0.479 0.072 
025.534691 +13.209168 0.675 0.198 
025.655122 -10.332925 0.517 0.019 
025.662353 +00.769714 0.470 0.033 
025.666255 +14.613294 0.840 0.163 
025.696188 +00.874557 1.135 0.046 
025.738647 +14.788133 0.666 0.038 
025.746645 -10.373626 0.410 0.016 
025.833020 +00.668277 0.573 0.018 
025.835172 -08.927054 1.048 0.075 
025.886775 +24.285255 0.586 0.013 
025.911736 +00.064358 1.006 0.189 
025.926890 +13.170432 0.618 0.026 
025.968727 -09.932719 0.659 0.079 
026.036474 +14.334215 0.604 0.019 
026.055730 +14.122052 0.544 0.014 
026.161186 -01.221602 0.707 0.090 
026.207935 +14.371661 0.739 0.044 
026.217402 -08.486156 0.590 0.023 
026.303086 -09.625732 0.549 0.226 
026.351419 +01.133170 0.537 0.063 
026.356694 +00.652039 0.580 0.046 
026.475227 -08.372698 0.912 0.065 
026.658012 +14.744932 0.654 0.024 
026.699141 +00.482179 0.536 0.069 
026.842786 +00.874617 0.690 0.075 
026.850552 -01.124857 0.585 0.097 
026.889275 +15.104000 0.599 0.071 
027.136515 +14.419072 0.701 0.102 
027.177133 +14.269669 0.558 0.027 
027.178985 +13.754518 0.545 0.073 
027.198414 -00.022436 0.542 0.014 
027.217276 -08.527045 0.580 0.043 
027.364002 +14.246052 0.595 0.035 
027.566080 -00.431334 0.568 0.038 
027.645329 +13.933731 0.724 0.088 
027.849056 +12.955218 0.557 0.109 
027.870155 +13.858764 0.561 0.043 
027.999213 +00.549319 0.597 0.029 
028.023996 +01.030692 0.837 0.076 
028.048283 -01.243659 0.614 0.082 
028.088023 -00.510338 0.537 0.029 
028.174480 -09.093838 0.602 0.039 
028.208382 -00.206077 0.518 0.064 
028.246645 +01.005127 0.555 0.010 
028.327764 +01.136742 0.821 0.179 
028.357964 -08.931790 0.556 0.036 
028.618298 -10.140625 0.399 0.015 
028.690816 +14.403565 0.408 0.043 
028.737199 +00.295172 0.474 0.067 
028.750045 -00.689422 0.572 0.042 
028.780535 -00.672758 0.697 0.126 
028.910086 +00.075933 0.618 0.057 
029.123263 +13.295763 0.646 0.044 
029.128594 -00.256341 0.542 0.028 
029.241105 +00.677099 0.571 0.063 
029.263459 +00.131583 0.509 0.179 
029.280937 +13.115350 0.516 0.037 
029.377699 -08.229225 0.680 0.045 
029.504654 -00.000079 0.764 0.057 
029.548765 +13.661531 0.639 0.139 
029.599895 -00.586313 0.561 0.023 
029.725746 +12.637029 0.490 0.030 
029.748246 -00.161728 0.662 0.071 
029.767600 +13.300960 0.556 0.047 
029.895872 +13.006520 1.179 0.063 
029.914467 -00.904444 0.573 0.033 
029.937829 -00.176389 0.547 0.098 
030.236132 +13.911939 0.497 0.084 
030.400993 +14.283719 0.921 0.128 
030.495287 +13.397076 0.575 0.119 
030.501381 +13.549121 0.576 0.050 
030.614161 +14.190165 1.089 0.056 
030.623497 -09.282697 0.573 0.037 
030.684148 +00.547854 0.909 0.185 
030.690283 +12.367056 0.571 0.056 
030.748346 +13.077562 0.524 0.046 
030.858870 +22.641191 0.599 0.035 
030.955877 +22.273153 0.557 0.122 
030.989823 +14.024773 0.596 0.031 
031.028582 +00.900412 0.590 0.041 
031.055787 +13.869828 0.767 0.096 
031.086067 +12.603432 0.657 0.079 
031.163279 +22.123537 0.781 0.032 
031.234310 -01.079534 0.722 0.057 
031.364471 +14.598286 1.094 0.091 
031.575848 -01.075837 0.574 0.062 
031.597260 -08.984021 0.487 0.055 
031.612057 -00.952769 0.870 0.044 
031.646719 -00.792699 0.474 0.075 
031.648882 +13.581933 0.819 0.095 
031.698630 +13.670392 0.349 0.090 
031.713985 -00.952116 0.716 0.083 
